participant_id,cluster_id,occupation,day_surveyed,frequency_of_interaction,relationship,contact_type,total_time_contact,agecat_contact,agecat_participant,number_casual_contacts,distance_from_home,Rural
427,4,school college university student,Friday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,5-9y olds,0-9,0,No
427,4,school college university student,Friday,Daily or almost daily,Household member,Physical,>4h,45-54Y olds,5-9y olds,0-9,0,No
502,5,office worker,Sunday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,35-44y olds,0-9,0,Yes
502,5,office worker,Sunday,At least once a week,Friend,Physical,15mins - <1h,35-44y olds,35-44y olds,0-9,5.6,Yes
502,5,office worker,Sunday,Daily or almost daily,Household member,Nonphysical,>4h,10-14y olds,35-44y olds,0-9,0,Yes
502,5,office worker,Sunday,At least once a week,Friend,Physical,1h - <2h,45-54Y olds,35-44y olds,0-9,5.6,Yes
502,5,office worker,Sunday,Daily or almost daily,Household member,Nonphysical,>4h,5-9y olds,35-44y olds,0-9,0,Yes
502,5,office worker,Sunday,At least once a week,Friend,Physical,>4h,55-64y olds,35-44y olds,0-9,5.6,Yes
502,5,office worker,Sunday,At least once a month,Friend,Nonphysical,1h - <2h,25-34y olds,35-44y olds,0-9,5.6,Yes
502,5,office worker,Sunday,Daily or almost daily,Friend,Physical,2h - <4h,35-44y olds,35-44y olds,0-9,5.6,Yes
502,5,office worker,Sunday,At least once a week,Other relative,Nonphysical,1h - <2h,55-64y olds,35-44y olds,0-9,0,Yes
504,5,school college university student,Sunday,Daily or almost daily,Friend,Nonphysical,>4h,5-9y olds,5-9y olds,0-9,0,Yes
504,5,school college university student,Sunday,Daily or almost daily,Friend,Nonphysical,>4h,10-14y olds,5-9y olds,0-9,0,Yes
504,5,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,5-9y olds,0-9,0,Yes
504,5,school college university student,Sunday,Daily or almost daily,Friend,Nonphysical,>4h,45-54Y olds,5-9y olds,0-9,0,Yes
504,5,school college university student,Sunday,Daily or almost daily,Friend,Physical,>4h,45-54Y olds,5-9y olds,0-9,0,Yes
504,5,school college university student,Sunday,Daily or almost daily,Friend,Physical,>4h,10-14y olds,5-9y olds,0-9,0,Yes
504,5,school college university student,Sunday,Daily or almost daily,Friend,Physical,>4h,5-9y olds,5-9y olds,0-9,0,Yes
504,5,school college university student,Sunday,Daily or almost daily,Friend,Nonphysical,>4h,10-14y olds,5-9y olds,0-9,0,Yes
506,5,manual worker,Monday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,35-44y olds,0-9,0,Yes
506,5,manual worker,Monday,At least once a week,Friend,Nonphysical,>4h,15-24y olds,35-44y olds,0-9,0,Yes
506,5,manual worker,Monday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,35-44y olds,0-9,0,Yes
506,5,manual worker,Monday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,35-44y olds,0-9,0,Yes
510,5,housewife,Sunday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,25-34y olds,0-9,0,Yes
510,5,housewife,Sunday,Daily or almost daily,Friend,Physical,>4h,15-24y olds,25-34y olds,0-9,0,Yes
510,5,housewife,Sunday,Daily or almost daily,Friend,Physical,>4h,25-34y olds,25-34y olds,0-9,0,Yes
510,5,housewife,Sunday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,25-34y olds,0-9,0,Yes
510,5,housewife,Sunday,Daily or almost daily,Friend,Nonphysical,>4h,25-34y olds,25-34y olds,0-9,0,Yes
510,5,housewife,Sunday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,25-34y olds,0-9,0,Yes
510,5,housewife,Sunday,Daily or almost daily,Friend,Nonphysical,>4h,15-24y olds,25-34y olds,0-9,0,Yes
510,5,housewife,Sunday,Daily or almost daily,Colleague or schoolmate,Nonphysical,>4h,25-34y olds,25-34y olds,0-9,0,Yes
513,5,school college university student,Friday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,5-9y olds,Oct-19,0,Yes
513,5,school college university student,Friday,Daily or almost daily,Household member,Physical,>4h,45-54Y olds,5-9y olds,Oct-19,0,Yes
513,5,school college university student,Friday,Daily or almost daily,Household member,Physical,>4h,45-54Y olds,5-9y olds,Oct-19,0,Yes
514,5,others,Sunday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,<2y olds,0-9,0,Yes
514,5,others,Sunday,Daily or almost daily,Other,Physical,>4h,25-34y olds,<2y olds,0-9,0,Yes
514,5,others,Sunday,Daily or almost daily,Other relative,Physical,>4h,5-9y olds,<2y olds,0-9,0,Yes
514,5,others,Sunday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,<2y olds,0-9,0,Yes
514,5,others,Sunday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,<2y olds,0-9,0,Yes
517,5,others,Sunday,At least once a week,Friend,Nonphysical,1h - <2h,25-34y olds,15-24y olds,Oct-19,0,Yes
517,5,others,Sunday,Daily or almost daily,Other relative,Nonphysical,2h - <4h,55-64y olds,15-24y olds,Oct-19,0,Yes
517,5,others,Sunday,Daily or almost daily,Friend,Nonphysical,2h - <4h,25-34y olds,15-24y olds,Oct-19,0,Yes
517,5,others,Sunday,At least once a week,Other relative,Physical,2h - <4h,15-24y olds,15-24y olds,Oct-19,0,Yes
517,5,others,Sunday,Never met before,Other relative,Physical,>4h,15-24y olds,15-24y olds,Oct-19,0,Yes
517,5,others,Sunday,At least once a month,Other relative,Physical,2h - <4h,35-44y olds,15-24y olds,Oct-19,0,Yes
517,5,others,Sunday,Daily or almost daily,Other relative,Physical,>4h,15-24y olds,15-24y olds,Oct-19,0,Yes
517,5,others,Sunday,Daily or almost daily,Other relative,Nonphysical,1h - <2h,25-34y olds,15-24y olds,Oct-19,0,Yes
517,5,others,Sunday,Daily or almost daily,Friend,Physical,>4h,15-24y olds,15-24y olds,Oct-19,0,Yes
521,5,housewife,Sunday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,15-24y olds,0-9,0,Yes
523,5,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,10-14y olds,0-9,0,Yes
523,5,school college university student,Sunday,At least once a week,Friend,Nonphysical,2h - <4h,10-14y olds,10-14y olds,0-9,0,Yes
523,5,school college university student,Sunday,At least once a week,Household member,Physical,>4h,10-14y olds,10-14y olds,0-9,0,Yes
523,5,school college university student,Sunday,Daily or almost daily,Household member,Nonphysical,>4h,<2y olds,10-14y olds,0-9,0,Yes
523,5,school college university student,Sunday,Daily or almost daily,Friend,Physical,>4h,5-9y olds,10-14y olds,0-9,0,Yes
523,5,school college university student,Sunday,Daily or almost daily,Friend,Physical,>4h,15-24y olds,10-14y olds,0-9,0,Yes
523,5,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,<2y olds,10-14y olds,0-9,0,Yes
523,5,school college university student,Sunday,Daily or almost daily,Household member,Physical,>4h,45-54Y olds,10-14y olds,0-9,0,Yes
523,5,school college university student,Sunday,At least once a week,Friend,Physical,>4h,15-24y olds,10-14y olds,0-9,0,Yes
523,5,school college university student,Sunday,At least once a week,Friend,Physical,2h - <4h,5-9y olds,10-14y olds,0-9,0,Yes
525,5,pre-school child,Sunday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,2-4y olds,0-9,0,Yes
525,5,pre-school child,Sunday,Daily or almost daily,Friend,Physical,>4h,5-9y olds,2-4y olds,0-9,0,Yes
525,5,pre-school child,Sunday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,2-4y olds,0-9,0,Yes
525,5,pre-school child,Sunday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,2-4y olds,0-9,0,Yes
525,5,pre-school child,Sunday,Daily or almost daily,Friend,Physical,>4h,2-4y olds,2-4y olds,0-9,0,Yes
525,5,pre-school child,Sunday,Daily or almost daily,Friend,Physical,>4h,2-4y olds,2-4y olds,0-9,0,Yes
525,5,pre-school child,Sunday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,2-4y olds,0-9,0,Yes
530,5,housewife,Sunday,Daily or almost daily,Other relative,Physical,>4h,25-34y olds,35-44y olds,Oct-19,0,Yes
530,5,housewife,Sunday,Daily or almost daily,Friend,Physical,>4h,15-24y olds,35-44y olds,Oct-19,0,Yes
530,5,housewife,Sunday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,35-44y olds,Oct-19,0,Yes
602,6,housewife,Tuesday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,35-44y olds,20 - 29,0,Yes
602,6,housewife,Tuesday,Daily or almost daily,Other relative,Physical,15mins - <1h,25-34y olds,35-44y olds,20 - 29,0,Yes
602,6,housewife,Tuesday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,35-44y olds,20 - 29,0,Yes
602,6,housewife,Tuesday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,35-44y olds,20 - 29,0,Yes
602,6,housewife,Tuesday,At least once a week,Friend,Physical,1h - <2h,35-44y olds,35-44y olds,20 - 29,0,Yes
602,6,housewife,Tuesday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,35-44y olds,20 - 29,0,Yes
602,6,housewife,Tuesday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,35-44y olds,20 - 29,0,Yes
604,6,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,5-9y olds,0-9,0,Yes
604,6,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,<2y olds,5-9y olds,0-9,0,Yes
604,6,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,5-9y olds,0-9,0,Yes
604,6,school college university student,Tuesday,At least once a week,Other relative,Nonphysical,15mins - <1h,25-34y olds,5-9y olds,0-9,0,Yes
604,6,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,5-9y olds,0-9,0,Yes
604,6,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,5-9y olds,0-9,0,Yes
604,6,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,5-9y olds,0-9,0,Yes
604,6,school college university student,Tuesday,At least once a week,Other relative,Nonphysical,15mins - <1h,25-34y olds,5-9y olds,0-9,0,Yes
606,6,school college university student,Tuesday,Daily or almost daily,Friend,Physical,2h - <4h,15-24y olds,15-24y olds,Oct-19,0,Yes
606,6,school college university student,Tuesday,Daily or almost daily,Other relative,Physical,2h - <4h,15-24y olds,15-24y olds,Oct-19,0,Yes
606,6,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,15-24y olds,Oct-19,0,Yes
606,6,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,15-24y olds,Oct-19,0,Yes
606,6,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,15-24y olds,Oct-19,0,Yes
606,6,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,15-24y olds,Oct-19,0,Yes
606,6,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,15-24y olds,Oct-19,0,Yes
606,6,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,15-24y olds,Oct-19,0,Yes
610,6,agriculture,Tuesday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,5-9y olds,Oct-19,0,Yes
610,6,agriculture,Tuesday,Daily or almost daily,Other relative,Physical,<15mins,45-54Y olds,5-9y olds,Oct-19,0,Yes
610,6,agriculture,Tuesday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,5-9y olds,Oct-19,0,Yes
610,6,agriculture,Tuesday,Daily or almost daily,Other relative,Physical,1h - <2h,55-64y olds,5-9y olds,Oct-19,0,Yes
610,6,agriculture,Tuesday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,5-9y olds,Oct-19,0,Yes
610,6,agriculture,Tuesday,At least once a month,Friend,Nonphysical,>4h,55-64y olds,5-9y olds,Oct-19,1.8,Yes
610,6,agriculture,Tuesday,Daily or almost daily,Other relative,Physical,<15mins,15-24y olds,5-9y olds,Oct-19,0,Yes
614,6,pre-school child,Tuesday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,<2y olds,0-9,0,Yes
614,6,pre-school child,Tuesday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,<2y olds,0-9,0,Yes
614,6,pre-school child,Tuesday,Daily or almost daily,Other relative,Physical,>4h,15-24y olds,<2y olds,0-9,0,Yes
614,6,pre-school child,Tuesday,Daily or almost daily,Household member,Physical,>4h,2-4y olds,<2y olds,0-9,0,Yes
614,6,pre-school child,Tuesday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,<2y olds,0-9,0,Yes
614,6,pre-school child,Tuesday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,<2y olds,0-9,0,Yes
614,6,pre-school child,Tuesday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,<2y olds,0-9,0,Yes
614,6,pre-school child,Tuesday,Daily or almost daily,Other relative,Physical,>4h,10-14y olds,<2y olds,0-9,0,Yes
614,6,pre-school child,Tuesday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,<2y olds,0-9,0,Yes
614,6,pre-school child,Tuesday,Daily or almost daily,Other relative,Physical,>4h,10-14y olds,<2y olds,0-9,0,Yes
617,6,manual worker,Tuesday,At least once a week,Friend,Nonphysical,1h - <2h,25-34y olds,15-24y olds,0-9,9.3,Yes
617,6,manual worker,Tuesday,At least once a week,Friend,Nonphysical,1h - <2h,15-24y olds,15-24y olds,0-9,9.3,Yes
617,6,manual worker,Tuesday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,15-24y olds,0-9,0,Yes
617,6,manual worker,Tuesday,At least once a week,Friend,Nonphysical,1h - <2h,15-24y olds,15-24y olds,0-9,9.3,Yes
617,6,manual worker,Tuesday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,15-24y olds,0-9,0,Yes
617,6,manual worker,Tuesday,Daily or almost daily,Other relative,Physical,>4h,25-34y olds,15-24y olds,0-9,0,Yes
617,6,manual worker,Tuesday,At least once a month,Other relative,Physical,15mins - <1h,25-34y olds,15-24y olds,0-9,9.3,Yes
617,6,manual worker,Tuesday,Daily or almost daily,Other relative,Nonphysical,>4h,35-44y olds,15-24y olds,0-9,0,Yes
617,6,manual worker,Tuesday,Daily or almost daily,Household member,Physical,>4h,45-54Y olds,15-24y olds,0-9,0,Yes
617,6,manual worker,Tuesday,At least once a month,Other,Physical,<15mins,25-34y olds,15-24y olds,0-9,9.3,Yes
620,6,school college university student,Friday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,2-4y olds,0-9,0,Yes
620,6,school college university student,Friday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,2-4y olds,0-9,0,Yes
620,6,school college university student,Friday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,2-4y olds,0-9,0,Yes
620,6,school college university student,Friday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,2-4y olds,0-9,0,Yes
620,6,school college university student,Friday,Daily or almost daily,Household member,Physical,>4h,25-34y olds,2-4y olds,0-9,0,Yes
621,6,school college university student,Tuesday,At least once a month,Friend,Physical,2h - <4h,15-24y olds,15-24y olds,0-9,1.9,Yes
621,6,school college university student,Tuesday,Daily or almost daily,Friend,Nonphysical,2h - <4h,10-14y olds,15-24y olds,0-9,0,Yes
621,6,school college university student,Tuesday,At least once a month,Friend,Physical,2h - <4h,10-14y olds,15-24y olds,0-9,1.9,Yes
621,6,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,55-64y olds,15-24y olds,0-9,0,Yes
621,6,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,15-24y olds,0-9,0,Yes
623,6,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,45-54Y olds,10-14y olds,0-9,0,Yes
623,6,school college university student,Tuesday,Daily or almost daily,Friend,Nonphysical,>4h,45-54Y olds,10-14y olds,0-9,0,Yes
623,6,school college university student,Tuesday,Daily or almost daily,Friend,Nonphysical,<15mins,55-64y olds,10-14y olds,0-9,0,Yes
623,6,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,10-14y olds,0-9,0,Yes
623,6,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,35-44y olds,10-14y olds,0-9,0,Yes
623,6,school college university student,Tuesday,Daily or almost daily,Friend,Physical,15mins - <1h,10-14y olds,10-14y olds,0-9,0,Yes
628,6,school college university student,Tuesday,Daily or almost daily,Friend,Physical,15mins - <1h,10-14y olds,10-14y olds,Oct-19,0,Yes
628,6,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,10-14y olds,Oct-19,0,Yes
628,6,school college university student,Tuesday,Daily or almost daily,Friend,Physical,15mins - <1h,10-14y olds,10-14y olds,Oct-19,0,Yes
628,6,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,10-14y olds,Oct-19,0,Yes
628,6,school college university student,Tuesday,Daily or almost daily,Household member,Nonphysical,>4h,35-44y olds,10-14y olds,Oct-19,0,Yes
628,6,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,10-14y olds,10-14y olds,Oct-19,0,Yes
628,6,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,5-9y olds,10-14y olds,Oct-19,0,Yes
628,6,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,10-14y olds,Oct-19,0,Yes
628,6,school college university student,Tuesday,Daily or almost daily,Household member,Physical,>4h,15-24y olds,10-14y olds,Oct-19,0,Yes
